split,source,image,label,original_image,group_key,positive,boxes
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000011.jpg,data/unified/labels/train/garbage-8uzha_000011.txt,data/raw_garbage-8uzha/train/images/9_dsp_su_11-10_11-01-14_for_DF5_jpg.rf.38fab047735392dedd72c6b6790f096d.jpg,garbage-8uzha:9_dsp_su_11-10_11-01-14_for_DF5,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000012.jpg,data/unified/labels/train/garbage-8uzha_000012.txt,data/raw_garbage-8uzha/train/images/9_dsp_su_11-10_11-01-14_for_DF5_jpg.rf.825a507f0d33f13bec1acaa7a08a1ffd.jpg,garbage-8uzha:9_dsp_su_11-10_11-01-14_for_DF5,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000013.jpg,data/unified/labels/train/garbage-8uzha_000013.txt,data/raw_garbage-8uzha/train/images/9_etc_su_11-12_16-52-06_aft_DF5_jpg.rf.059eeed29fbade6b9fc9063360e6138b.jpg,garbage-8uzha:9_etc_su_11-12_16-52-06_aft_DF5,1,2
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000014.jpg,data/unified/labels/train/garbage-8uzha_000014.txt,data/raw_garbage-8uzha/train/images/9_etc_su_11-12_16-52-06_aft_DF5_jpg.rf.ef29c37e1072298d4fd2ab7c834ba906.jpg,garbage-8uzha:9_etc_su_11-12_16-52-06_aft_DF5,1,2
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000015.jpg,data/unified/labels/train/garbage-8uzha_000015.txt,data/raw_garbage-8uzha/valid/images/9_tjdp_su_11-12_15-57-36_aft_DF5_jpg.rf.14cae7ffe39a27afe00f63fbc517f9ea.jpg,garbage-8uzha:9_tjdp_su_11-12_15-57-36_aft_DF5,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000016.jpg,data/unified/labels/train/garbage-8uzha_000016.txt,data/raw_garbage-8uzha/valid/images/9_erip_su_11-15_14-08-20_aft_DF5_jpg.rf.17b56d12c16fc9dbcd328920cf816bd2.jpg,garbage-8uzha:9_erip_su_11-15_14-08-20_aft_DF5,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000017.jpg,data/unified/labels/train/garbage-8uzha_000017.txt,data/raw_garbage-8uzha/train/images/9_erip_su_11-15_13-39-04_aft_DF4_jpg.rf.df456b89f08952e883931c17a9021d8f.jpg,garbage-8uzha:9_erip_su_11-15_13-39-04_aft_DF4,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000018.jpg,data/unified/labels/train/garbage-8uzha_000018.txt,data/raw_garbage-8uzha/train/images/9_erip_su_11-15_13-39-04_aft_DF4_jpg.rf.faeb6b901d0d42e782d73f786501b0ba.jpg,garbage-8uzha:9_erip_su_11-15_13-39-04_aft_DF4,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000019.jpg,data/unified/labels/train/garbage-8uzha_000019.txt,data/raw_garbage-8uzha/train/images/9_erip_su_11-10_12-07-08_aft_DF5_jpg.rf.8a96f17e71c22a23ac85ebf206871e69.jpg,garbage-8uzha:9_erip_su_11-10_12-07-08_aft_DF5,1,2
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000020.jpg,data/unified/labels/train/garbage-8uzha_000020.txt,data/raw_garbage-8uzha/train/images/9_erip_su_11-10_12-07-08_aft_DF5_jpg.rf.8f4b7e5e9eb554f358d069810c6f5163.jpg,garbage-8uzha:9_erip_su_11-10_12-07-08_aft_DF5,1,2
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000021.jpg,data/unified/labels/train/garbage-8uzha_000021.txt,data/raw_garbage-8uzha/test/images/9_erip_su_11-15_15-31-58_aft_DF5_jpg.rf.43841ba267c6e6ea1ac2088ed800b5da.jpg,garbage-8uzha:9_erip_su_11-15_15-31-58_aft_DF5,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000022.jpg,data/unified/labels/train/garbage-8uzha_000022.txt,data/raw_garbage-8uzha/train/images/9_erip_su_11-15_14-26-39_aft_DF5_jpg.rf.786b905d864a53ebc140f7cce7d0161c.jpg,garbage-8uzha:9_erip_su_11-15_14-26-39_aft_DF5,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000023.jpg,data/unified/labels/train/garbage-8uzha_000023.txt,data/raw_garbage-8uzha/train/images/9_erip_su_11-15_14-26-39_aft_DF5_jpg.rf.ac3a27f5eb84aa04bd1a6862dcfc7bd9.jpg,garbage-8uzha:9_erip_su_11-15_14-26-39_aft_DF5,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000024.jpg,data/unified/labels/train/garbage-8uzha_000024.txt,data/raw_garbage-8uzha/train/images/9_erip_su_11-15_14-47-06_aft_DF4_jpg.rf.670a6d34d68796ca00cadeb159e8a752.jpg,garbage-8uzha:9_erip_su_11-15_14-47-06_aft_DF4,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000025.jpg,data/unified/labels/train/garbage-8uzha_000025.txt,data/raw_garbage-8uzha/train/images/9_erip_su_11-15_14-47-06_aft_DF4_jpg.rf.8563942d0052422151332b8422b86a3b.jpg,garbage-8uzha:9_erip_su_11-15_14-47-06_aft_DF4,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000026.jpg,data/unified/labels/train/garbage-8uzha_000026.txt,data/raw_garbage-8uzha/train/images/9_erip_su_11-15_15-40-52_aft_DF5_jpg.rf.31c5a71d159d382b0086d30ae1e44c0b.jpg,garbage-8uzha:9_erip_su_11-15_15-40-52_aft_DF5,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000027.jpg,data/unified/labels/train/garbage-8uzha_000027.txt,data/raw_garbage-8uzha/train/images/9_erip_su_11-15_15-40-52_aft_DF5_jpg.rf.6a752f28347845dbd667e5d10a337eaa.jpg,garbage-8uzha:9_erip_su_11-15_15-40-52_aft_DF5,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000028.jpg,data/unified/labels/train/garbage-8uzha_000028.txt,data/raw_garbage-8uzha/train/images/9_dsp_su_11-10_10-32-15_for_DF5_jpg.rf.101fe27a8fb885e03f897d4f02727bf0.jpg,garbage-8uzha:9_dsp_su_11-10_10-32-15_for_DF5,1,2
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000029.jpg,data/unified/labels/train/garbage-8uzha_000029.txt,data/raw_garbage-8uzha/train/images/9_dsp_su_11-10_10-32-15_for_DF5_jpg.rf.c8a1cdbec9cbe17db5640587214600bc.jpg,garbage-8uzha:9_dsp_su_11-10_10-32-15_for_DF5,1,2
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000030.jpg,data/unified/labels/train/garbage-8uzha_000030.txt,data/raw_garbage-8uzha/train/images/9_erip_su_11-15_13-46-14_aft_DF4_jpg.rf.15d386d189a506fc0e9003d3e64fa4b6.jpg,garbage-8uzha:9_erip_su_11-15_13-46-14_aft_DF4,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000031.jpg,data/unified/labels/train/garbage-8uzha_000031.txt,data/raw_garbage-8uzha/train/images/9_erip_su_11-15_13-46-14_aft_DF4_jpg.rf.66932af8baabde7532881f4bc2cddebe.jpg,garbage-8uzha:9_erip_su_11-15_13-46-14_aft_DF4,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000032.jpg,data/unified/labels/train/garbage-8uzha_000032.txt,data/raw_garbage-8uzha/train/images/9_jap_su_11-10_13-39-35_aft_DF5_jpg.rf.431bef4dca625e34108824da25021285.jpg,garbage-8uzha:9_jap_su_11-10_13-39-35_aft_DF5,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000033.jpg,data/unified/labels/train/garbage-8uzha_000033.txt,data/raw_garbage-8uzha/train/images/9_jap_su_11-10_13-39-35_aft_DF5_jpg.rf.e9539336550ae29a400f0f936f850161.jpg,garbage-8uzha:9_jap_su_11-10_13-39-35_aft_DF5,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000034.jpg,data/unified/labels/train/garbage-8uzha_000034.txt,data/raw_garbage-8uzha/train/images/9_dsp_su_11-10_11-37-20_for_DF4_jpg.rf.8d7f634f64351d8386e8ce6b87d9dd2f.jpg,garbage-8uzha:9_dsp_su_11-10_11-37-20_for_DF4,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000035.jpg,data/unified/labels/train/garbage-8uzha_000035.txt,data/raw_garbage-8uzha/train/images/9_dsp_su_11-10_11-37-20_for_DF4_jpg.rf.b8bcf6e6581158ce83dcfdb3b97573e3.jpg,garbage-8uzha:9_dsp_su_11-10_11-37-20_for_DF4,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000036.jpg,data/unified/labels/train/garbage-8uzha_000036.txt,data/raw_garbage-8uzha/valid/images/9_erip_su_11-15_15-49-34_aft_DF5_jpg.rf.b6df2d901d071d3ab597de238a7e5c4a.jpg,garbage-8uzha:9_erip_su_11-15_15-49-34_aft_DF5,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000037.jpg,data/unified/labels/train/garbage-8uzha_000037.txt,data/raw_garbage-8uzha/train/images/9_tjdp_su_11-12_15-24-04_aft_DF5_jpg.rf.1770ff37905d6ebb4dd18bbd251b5137.jpg,garbage-8uzha:9_tjdp_su_11-12_15-24-04_aft_DF5,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000038.jpg,data/unified/labels/train/garbage-8uzha_000038.txt,data/raw_garbage-8uzha/train/images/9_tjdp_su_11-12_15-24-04_aft_DF5_jpg.rf.a8d403a34d4fa4e9c6381a1b99474ac7.jpg,garbage-8uzha:9_tjdp_su_11-12_15-24-04_aft_DF5,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000039.jpg,data/unified/labels/train/garbage-8uzha_000039.txt,data/raw_garbage-8uzha/train/images/9_dsp_su_11-10_11-19-50_for_DF5_jpg.rf.a3166a92be96934f48b58a665b406f52.jpg,garbage-8uzha:9_dsp_su_11-10_11-19-50_for_DF5,1,2
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000040.jpg,data/unified/labels/train/garbage-8uzha_000040.txt,data/raw_garbage-8uzha/train/images/9_dsp_su_11-10_11-19-50_for_DF5_jpg.rf.af989878aadec2f036dcbc4a3c32d6f2.jpg,garbage-8uzha:9_dsp_su_11-10_11-19-50_for_DF5,1,2
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000041.jpg,data/unified/labels/train/garbage-8uzha_000041.txt,data/raw_garbage-8uzha/train/images/9_erip_su_11-10_12-17-20_aft_DF5_jpg.rf.64d2ea64d3842b8e9465f0794c913bea.jpg,garbage-8uzha:9_erip_su_11-10_12-17-20_aft_DF5,1,2
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000042.jpg,data/unified/labels/train/garbage-8uzha_000042.txt,data/raw_garbage-8uzha/train/images/9_erip_su_11-10_12-17-20_aft_DF5_jpg.rf.e6cbed67b4a22ca832efa3914130ddf9.jpg,garbage-8uzha:9_erip_su_11-10_12-17-20_aft_DF5,1,2
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000043.jpg,data/unified/labels/train/garbage-8uzha_000043.txt,data/raw_garbage-8uzha/train/images/9_erip_su_11-15_14-05-18_aft_DF5_jpg.rf.30bf2bc64c7497fcab0ba7c281f79aaf.jpg,garbage-8uzha:9_erip_su_11-15_14-05-18_aft_DF5,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000044.jpg,data/unified/labels/train/garbage-8uzha_000044.txt,data/raw_garbage-8uzha/train/images/9_erip_su_11-15_14-05-18_aft_DF5_jpg.rf.8f4e1a0fda513673fc75141aeb5c8874.jpg,garbage-8uzha:9_erip_su_11-15_14-05-18_aft_DF5,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000045.jpg,data/unified/labels/train/garbage-8uzha_000045.txt,data/raw_garbage-8uzha/train/images/9_erip_su_11-15_15-32-08_aft_DF5_jpg.rf.f384cf838b7b1ec34d5859028ab21faa.jpg,garbage-8uzha:9_erip_su_11-15_15-32-08_aft_DF5,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000046.jpg,data/unified/labels/train/garbage-8uzha_000046.txt,data/raw_garbage-8uzha/train/images/9_erip_su_11-15_15-32-08_aft_DF5_jpg.rf.f71c7105055e443b55a0226716edd0af.jpg,garbage-8uzha:9_erip_su_11-15_15-32-08_aft_DF5,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000047.jpg,data/unified/labels/train/garbage-8uzha_000047.txt,data/raw_garbage-8uzha/train/images/9_erip_su_11-15_14-47-32_aft_DF5_jpg.rf.10280f81ea06d44c4a2b0f903b294bd4.jpg,garbage-8uzha:9_erip_su_11-15_14-47-32_aft_DF5,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000048.jpg,data/unified/labels/train/garbage-8uzha_000048.txt,data/raw_garbage-8uzha/train/images/9_erip_su_11-15_14-47-32_aft_DF5_jpg.rf.8991151049bdaa44346e6fec1e24c1e1.jpg,garbage-8uzha:9_erip_su_11-15_14-47-32_aft_DF5,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000049.jpg,data/unified/labels/train/garbage-8uzha_000049.txt,data/raw_garbage-8uzha/train/images/9_erip_su_11-15_13-54-13_aft_DF5_jpg.rf.1e2aaf63d4d3960562c9a52fb1d6c69a.jpg,garbage-8uzha:9_erip_su_11-15_13-54-13_aft_DF5,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000050.jpg,data/unified/labels/train/garbage-8uzha_000050.txt,data/raw_garbage-8uzha/train/images/9_erip_su_11-15_13-54-13_aft_DF5_jpg.rf.5351dee2495c1dc1491cd9e4995ec2c6.jpg,garbage-8uzha:9_erip_su_11-15_13-54-13_aft_DF5,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000051.jpg,data/unified/labels/train/garbage-8uzha_000051.txt,data/raw_garbage-8uzha/train/images/9_etc_su_11-18_11-08-08_for_DF5_jpg.rf.acad008fa75581f2b493914c10668fd6.jpg,garbage-8uzha:9_etc_su_11-18_11-08-08_for_DF5,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000052.jpg,data/unified/labels/train/garbage-8uzha_000052.txt,data/raw_garbage-8uzha/train/images/9_etc_su_11-18_11-08-08_for_DF5_jpg.rf.fc0445c2586c42aec15309306dc6b683.jpg,garbage-8uzha:9_etc_su_11-18_11-08-08_for_DF5,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000053.jpg,data/unified/labels/train/garbage-8uzha_000053.txt,data/raw_garbage-8uzha/train/images/9_dsp_su_11-10_10-53-52_for_DF5_jpg.rf.65fc0b19906d64d412d1f04bd14cf7a6.jpg,garbage-8uzha:9_dsp_su_11-10_10-53-52_for_DF5,1,2
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000054.jpg,data/unified/labels/train/garbage-8uzha_000054.txt,data/raw_garbage-8uzha/train/images/9_dsp_su_11-10_10-53-52_for_DF5_jpg.rf.81a617b767c8e83c9acfeea5bd48ee70.jpg,garbage-8uzha:9_dsp_su_11-10_10-53-52_for_DF5,1,2
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000055.jpg,data/unified/labels/train/garbage-8uzha_000055.txt,data/raw_garbage-8uzha/train/images/9_dsp_su_11-10_11-29-22_for_DF5_jpg.rf.a25bb9f535d1de96adbe5153a3bbe39f.jpg,garbage-8uzha:9_dsp_su_11-10_11-29-22_for_DF5,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000056.jpg,data/unified/labels/train/garbage-8uzha_000056.txt,data/raw_garbage-8uzha/train/images/9_dsp_su_11-10_11-29-22_for_DF5_jpg.rf.b5051a2e58973ec263144d6f6d0d8834.jpg,garbage-8uzha:9_dsp_su_11-10_11-29-22_for_DF5,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000057.jpg,data/unified/labels/train/garbage-8uzha_000057.txt,data/raw_garbage-8uzha/train/images/KakaoTalk_20230603_022905927_17_jpg.rf.5f74db41c7e81fe7fa61f5938a23226c.jpg,garbage-8uzha:KakaoTalk_20230603_022905927_17,1,2
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000058.jpg,data/unified/labels/train/garbage-8uzha_000058.txt,data/raw_garbage-8uzha/train/images/KakaoTalk_20230603_022905927_17_jpg.rf.763855630638c38d59b13da7fb381c67.jpg,garbage-8uzha:KakaoTalk_20230603_022905927_17,1,2
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000059.jpg,data/unified/labels/train/garbage-8uzha_000059.txt,data/raw_garbage-8uzha/train/images/9_dsp_su_11-10_11-26-46_for_DF5_jpg.rf.e78d915ff87e4fa9285ea486bfcc18c3.jpg,garbage-8uzha:9_dsp_su_11-10_11-26-46_for_DF5,1,2
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000060.jpg,data/unified/labels/train/garbage-8uzha_000060.txt,data/raw_garbage-8uzha/train/images/9_dsp_su_11-10_11-26-46_for_DF5_jpg.rf.fc448ef395d291d964c343c66a76d518.jpg,garbage-8uzha:9_dsp_su_11-10_11-26-46_for_DF5,1,2
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000061.jpg,data/unified/labels/train/garbage-8uzha_000061.txt,data/raw_garbage-8uzha/train/images/9_erip_su_11-15_15-21-12_aft_DF5_jpg.rf.1dafef87c0817623ccc0eb58dcd8b67f.jpg,garbage-8uzha:9_erip_su_11-15_15-21-12_aft_DF5,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000062.jpg,data/unified/labels/train/garbage-8uzha_000062.txt,data/raw_garbage-8uzha/train/images/9_erip_su_11-15_15-21-12_aft_DF5_jpg.rf.ebc9ddad28b659fe2f516779c5ed7b40.jpg,garbage-8uzha:9_erip_su_11-15_15-21-12_aft_DF5,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000063.jpg,data/unified/labels/train/garbage-8uzha_000063.txt,data/raw_garbage-8uzha/valid/images/9_erip_su_11-15_14-50-52_aft_DF5_jpg.rf.602d4c18c8c1ffdb800ab7520d6268bc.jpg,garbage-8uzha:9_erip_su_11-15_14-50-52_aft_DF5,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000064.jpg,data/unified/labels/train/garbage-8uzha_000064.txt,data/raw_garbage-8uzha/train/images/20230707164114_jpg.rf.13c85979aa9c4a092d3c89573665726d.jpg,garbage-8uzha:20230707164114,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000065.jpg,data/unified/labels/train/garbage-8uzha_000065.txt,data/raw_garbage-8uzha/train/images/20230707164114_jpg.rf.bb9bf3cda78e7dd3c2f4e79f38798906.jpg,garbage-8uzha:20230707164114,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000066.jpg,data/unified/labels/train/garbage-8uzha_000066.txt,data/raw_garbage-8uzha/train/images/9_erip_su_11-15_14-06-38_aft_DF5_jpg.rf.51f313325aa0117da8aedccef649036e.jpg,garbage-8uzha:9_erip_su_11-15_14-06-38_aft_DF5,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000067.jpg,data/unified/labels/train/garbage-8uzha_000067.txt,data/raw_garbage-8uzha/train/images/9_erip_su_11-15_14-06-38_aft_DF5_jpg.rf.9b9aaeeb6d75d24e57765a7c3ca7eeb0.jpg,garbage-8uzha:9_erip_su_11-15_14-06-38_aft_DF5,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000068.jpg,data/unified/labels/train/garbage-8uzha_000068.txt,data/raw_garbage-8uzha/train/images/9_etc_cl_11-09_20-51-30_nig_DF4_jpg.rf.43c28e4445cad61cf63d41a9c4cee25f.jpg,garbage-8uzha:9_etc_cl_11-09_20-51-30_nig_DF4,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000069.jpg,data/unified/labels/train/garbage-8uzha_000069.txt,data/raw_garbage-8uzha/train/images/9_etc_cl_11-09_20-51-30_nig_DF4_jpg.rf.ec711a2ef0a67ecb18697b90fa0aa25f.jpg,garbage-8uzha:9_etc_cl_11-09_20-51-30_nig_DF4,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000070.jpg,data/unified/labels/train/garbage-8uzha_000070.txt,data/raw_garbage-8uzha/valid/images/9_dsp_su_11-10_09-40-46_for_DF5_jpg.rf.5b379afd6441140d660276955055b95a.jpg,garbage-8uzha:9_dsp_su_11-10_09-40-46_for_DF5,1,2
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000071.jpg,data/unified/labels/train/garbage-8uzha_000071.txt,data/raw_garbage-8uzha/train/images/9_erip_su_11-15_14-13-12_aft_DF5_jpg.rf.018eedceff41e9e25fd823d12fefa7d0.jpg,garbage-8uzha:9_erip_su_11-15_14-13-12_aft_DF5,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000072.jpg,data/unified/labels/train/garbage-8uzha_000072.txt,data/raw_garbage-8uzha/train/images/9_erip_su_11-15_14-13-12_aft_DF5_jpg.rf.840e693a4c00848932c8c85f1acf4281.jpg,garbage-8uzha:9_erip_su_11-15_14-13-12_aft_DF5,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000073.jpg,data/unified/labels/train/garbage-8uzha_000073.txt,data/raw_garbage-8uzha/train/images/9_jap_su_11-10_13-47-48_aft_DF5_jpg.rf.902c67f01ad7ced02c8f80f8bbf1303d.jpg,garbage-8uzha:9_jap_su_11-10_13-47-48_aft_DF5,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000074.jpg,data/unified/labels/train/garbage-8uzha_000074.txt,data/raw_garbage-8uzha/train/images/9_jap_su_11-10_13-47-48_aft_DF5_jpg.rf.cdfe66c00e6277aecf075e31e43f7d54.jpg,garbage-8uzha:9_jap_su_11-10_13-47-48_aft_DF5,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000075.jpg,data/unified/labels/train/garbage-8uzha_000075.txt,data/raw_garbage-8uzha/train/images/9_dsp_su_11-10_11-27-07_for_DF5_jpg.rf.2be1ef71935f1045dc7194576215a6aa.jpg,garbage-8uzha:9_dsp_su_11-10_11-27-07_for_DF5,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000076.jpg,data/unified/labels/train/garbage-8uzha_000076.txt,data/raw_garbage-8uzha/train/images/9_dsp_su_11-10_11-27-07_for_DF5_jpg.rf.91a35b8dffc42e587de4c62df0e7af4c.jpg,garbage-8uzha:9_dsp_su_11-10_11-27-07_for_DF5,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000077.jpg,data/unified/labels/train/garbage-8uzha_000077.txt,data/raw_garbage-8uzha/train/images/9_dsp_su_11-10_11-16-32_for_DF4_jpg.rf.a8b6940f6ef94fe6cd2f0f5c47bfe45a.jpg,garbage-8uzha:9_dsp_su_11-10_11-16-32_for_DF4,1,2
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000078.jpg,data/unified/labels/train/garbage-8uzha_000078.txt,data/raw_garbage-8uzha/train/images/9_dsp_su_11-10_11-16-32_for_DF4_jpg.rf.dd88cdbed0b44ef0dd0fead5cf860b0a.jpg,garbage-8uzha:9_dsp_su_11-10_11-16-32_for_DF4,1,2
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000079.jpg,data/unified/labels/train/garbage-8uzha_000079.txt,data/raw_garbage-8uzha/valid/images/KakaoTalk_20230603_022900719_27_jpg.rf.46a7ad12057ba5d3abdd767330a5f478.jpg,garbage-8uzha:KakaoTalk_20230603_022900719_27,1,1
train,garbage-8uzha,data/unified/images/train/garbage-8uzha_000080.jpg,data/unified/labels/train/garbage-8uzha_000080.txt,data/raw_garbage-8uzha/train/images/9_erip_su_11-15_14-02-13_aft_DF5_jpg.rf.5f47b351966bfe3f58179b77299d7a5d.jpg,garbage-8uzha:9_erip_su_11-15_14-02-13_aft_DF5,1,1
