grupo,source,image_id,path,original_image,file_size,file_sha256,phash,erro
train,garbage-8uzha,garbage-8uzha_000026.jpg,data/unified/images/train/garbage-8uzha_000026.jpg,data/raw_garbage-8uzha/train/images/9_erip_su_11-15_15-40-52_aft_DF5_jpg.rf.31c5a71d159d382b0086d30ae1e44c0b.jpg,469196,d87d714b83f877e1d45deee137c0774aff14e5329012fc9a4edb451c091405b7,d7984d94958de1e8,
train,garbage-8uzha,garbage-8uzha_000027.jpg,data/unified/images/train/garbage-8uzha_000027.jpg,data/raw_garbage-8uzha/train/images/9_erip_su_11-15_15-40-52_aft_DF5_jpg.rf.6a752f28347845dbd667e5d10a337eaa.jpg,458047,748b67e972a5edf2311136de1632cf5f9bc88611b9c7216e5468c9f92aa3ab9f,82321e7ee067b46e,
train,garbage-8uzha,garbage-8uzha_000028.jpg,data/unified/images/train/garbage-8uzha_000028.jpg,data/raw_garbage-8uzha/train/images/9_dsp_su_11-10_10-32-15_for_DF5_jpg.rf.101fe27a8fb885e03f897d4f02727bf0.jpg,587587,5674b07fd76bf2827edd3d34e566c48ee7fdfc74a93c33b3bb979d4bbba3594a,ca931f28a056abfa,
train,garbage-8uzha,garbage-8uzha_000029.jpg,data/unified/images/train/garbage-8uzha_000029.jpg,data/raw_garbage-8uzha/train/images/9_dsp_su_11-10_10-32-15_for_DF5_jpg.rf.c8a1cdbec9cbe17db5640587214600bc.jpg,596680,32ef626df0440792829ae326bdddf7dcd03247e42009d59fe5941738d158ee3b,cab31f28a056abf8,
train,garbage-8uzha,garbage-8uzha_000030.jpg,data/unified/images/train/garbage-8uzha_000030.jpg,data/raw_garbage-8uzha/train/images/9_erip_su_11-15_13-46-14_aft_DF4_jpg.rf.15d386d189a506fc0e9003d3e64fa4b6.jpg,456939,55e4883e7a07208f3f4288a6e10a7f3a2121f5848a83d1cdbee84648aab9a956,c69e30c7c761c9c3,
train,garbage-8uzha,garbage-8uzha_000031.jpg,data/unified/images/train/garbage-8uzha_000031.jpg,data/raw_garbage-8uzha/train/images/9_erip_su_11-15_13-46-14_aft_DF4_jpg.rf.66932af8baabde7532881f4bc2cddebe.jpg,750568,4c102f584ddb4b40143ee5c0b6652a5f5efb8776bb0a8b230e722c5aef38f9f6,b5ad4525220376f7,
train,garbage-8uzha,garbage-8uzha_000032.jpg,data/unified/images/train/garbage-8uzha_000032.jpg,data/raw_garbage-8uzha/train/images/9_jap_su_11-10_13-39-35_aft_DF5_jpg.rf.431bef4dca625e34108824da25021285.jpg,611975,df2ff309663e6bf90248c1ed9454185bfafe531c73fa95b63cb7c6c42eacc697,913d3909d9f13333,
train,garbage-8uzha,garbage-8uzha_000033.jpg,data/unified/images/train/garbage-8uzha_000033.jpg,data/raw_garbage-8uzha/train/images/9_jap_su_11-10_13-39-35_aft_DF5_jpg.rf.e9539336550ae29a400f0f936f850161.jpg,374928,ad522dd1eb78bfdb2b3d56ecd9af7b933346126ba185be55bd759780b6abdb2c,9ac7ce4be331380e,
train,garbage-8uzha,garbage-8uzha_000034.jpg,data/unified/images/train/garbage-8uzha_000034.jpg,data/raw_garbage-8uzha/train/images/9_dsp_su_11-10_11-37-20_for_DF4_jpg.rf.8d7f634f64351d8386e8ce6b87d9dd2f.jpg,468983,17458a3a759e4756b6a7b1eb4cc853306f864051952290d48a64e43f1cb4cf4a,98e5781eed6b01e2,
train,garbage-8uzha,garbage-8uzha_000035.jpg,data/unified/images/train/garbage-8uzha_000035.jpg,data/raw_garbage-8uzha/train/images/9_dsp_su_11-10_11-37-20_for_DF4_jpg.rf.b8bcf6e6581158ce83dcfdb3b97573e3.jpg,472411,27a419b0ef67a0eb3efe2eb58647a7f9be205e464054cf8b601d6765204dd8f3,ddcf2db4b0c15468,
train,garbage-8uzha,garbage-8uzha_000036.jpg,data/unified/images/train/garbage-8uzha_000036.jpg,data/raw_garbage-8uzha/valid/images/9_erip_su_11-15_15-49-34_aft_DF5_jpg.rf.b6df2d901d071d3ab597de238a7e5c4a.jpg,305221,a42fbe4d47966896acc74896d1c26697fe32efe09a8f06e2c215646d657b6da8,80606e7e9898dfd6,
train,garbage-8uzha,garbage-8uzha_000037.jpg,data/unified/images/train/garbage-8uzha_000037.jpg,data/raw_garbage-8uzha/train/images/9_tjdp_su_11-12_15-24-04_aft_DF5_jpg.rf.1770ff37905d6ebb4dd18bbd251b5137.jpg,545989,1412ef18b3e25ff30af2e318c1004a19712386982a487c2c46a5feba2d7a1f67,8f6eb67b4859081b,
train,garbage-8uzha,garbage-8uzha_000038.jpg,data/unified/images/train/garbage-8uzha_000038.jpg,data/raw_garbage-8uzha/train/images/9_tjdp_su_11-12_15-24-04_aft_DF5_jpg.rf.a8d403a34d4fa4e9c6381a1b99474ac7.jpg,335937,a27591ce5d6ba4316e24d4430283d6aadc5ebeba0f832a11b9c9660be26784cc,c398364d79649667,
train,garbage-8uzha,garbage-8uzha_000039.jpg,data/unified/images/train/garbage-8uzha_000039.jpg,data/raw_garbage-8uzha/train/images/9_dsp_su_11-10_11-19-50_for_DF5_jpg.rf.a3166a92be96934f48b58a665b406f52.jpg,465338,65cdf80e8e5e4d66b5697f5c377a5f7a11436af107610e01f6b3cf57cb95fa03,c31b7bd8ac906565,
train,garbage-8uzha,garbage-8uzha_000040.jpg,data/unified/images/train/garbage-8uzha_000040.jpg,data/raw_garbage-8uzha/train/images/9_dsp_su_11-10_11-19-50_for_DF5_jpg.rf.af989878aadec2f036dcbc4a3c32d6f2.jpg,478716,9127cdeb2a4877f7cdb87be362499d2b3fa7478b98f082a60882d81a9ea88c1b,96b12e70e93a30cf,
train,garbage-8uzha,garbage-8uzha_000041.jpg,data/unified/images/train/garbage-8uzha_000041.jpg,data/raw_garbage-8uzha/train/images/9_erip_su_11-10_12-17-20_aft_DF5_jpg.rf.64d2ea64d3842b8e9465f0794c913bea.jpg,498359,eb82f63088150e2f83eecb0687a9ed4c8f54f933216437f2c7982d0197a0ac01,edec91fa1bc05ac0,
train,garbage-8uzha,garbage-8uzha_000042.jpg,data/unified/images/train/garbage-8uzha_000042.jpg,data/raw_garbage-8uzha/train/images/9_erip_su_11-10_12-17-20_aft_DF5_jpg.rf.e6cbed67b4a22ca832efa3914130ddf9.jpg,498554,73f053ce257364c7e8c0c289ec391b7a3e7b02119ce5af8d5f20f3a05f40ea97,edec91fa1bc05ac0,
train,garbage-8uzha,garbage-8uzha_000043.jpg,data/unified/images/train/garbage-8uzha_000043.jpg,data/raw_garbage-8uzha/train/images/9_erip_su_11-15_14-05-18_aft_DF5_jpg.rf.30bf2bc64c7497fcab0ba7c281f79aaf.jpg,522923,867c0bcee94ed151487fafb2c82e1d7ac4f205afba7e84488aa8ec7431ed3383,d232b392be3535a8,
train,garbage-8uzha,garbage-8uzha_000044.jpg,data/unified/images/train/garbage-8uzha_000044.jpg,data/raw_garbage-8uzha/train/images/9_erip_su_11-15_14-05-18_aft_DF5_jpg.rf.8f4e1a0fda513673fc75141aeb5c8874.jpg,508421,89fc1850be4e492a0a0823edfc453efc2f59f393052fdb58cacbc6755a32f197,8798e738ef9a7082,
train,garbage-8uzha,garbage-8uzha_000045.jpg,data/unified/images/train/garbage-8uzha_000045.jpg,data/raw_garbage-8uzha/train/images/9_erip_su_11-15_15-32-08_aft_DF5_jpg.rf.f384cf838b7b1ec34d5859028ab21faa.jpg,586967,3fa89510a5a939a6d51ab52ea39d98cabbb0d3d10c62a2dec2b6ad1259514b79,b8b83d26e92bd834,
train,garbage-8uzha,garbage-8uzha_000046.jpg,data/unified/images/train/garbage-8uzha_000046.jpg,data/raw_garbage-8uzha/train/images/9_erip_su_11-15_15-32-08_aft_DF5_jpg.rf.f71c7105055e443b55a0226716edd0af.jpg,590007,a027c606cf8c64429357d34326226f3c0f57c92ca858c43a68a008134dd6b5fe,ed12588e9c89cd9e,
train,garbage-8uzha,garbage-8uzha_000047.jpg,data/unified/images/train/garbage-8uzha_000047.jpg,data/raw_garbage-8uzha/train/images/9_erip_su_11-15_14-47-32_aft_DF5_jpg.rf.10280f81ea06d44c4a2b0f903b294bd4.jpg,495521,88fdc684c364f8e96c9d669037247c4556dd2e0376e8c58560f74842698a5735,969acdcccb383136,
train,garbage-8uzha,garbage-8uzha_000048.jpg,data/unified/images/train/garbage-8uzha_000048.jpg,data/raw_garbage-8uzha/train/images/9_erip_su_11-15_14-47-32_aft_DF5_jpg.rf.8991151049bdaa44346e6fec1e24c1e1.jpg,835002,3aa37637127dee637688ddd339c324d61cef925ba33ec03e934f5e7cd7f2d3a6,84545a587e2fe9e1,
train,garbage-8uzha,garbage-8uzha_000049.jpg,data/unified/images/train/garbage-8uzha_000049.jpg,data/raw_garbage-8uzha/train/images/9_erip_su_11-15_13-54-13_aft_DF5_jpg.rf.1e2aaf63d4d3960562c9a52fb1d6c69a.jpg,438257,c1b8337bb3d9593747f9fc7cb6ba1eff2aa5adc0a1b113618157c912fd5dfba3,8363636d79033e3a,
train,garbage-8uzha,garbage-8uzha_000050.jpg,data/unified/images/train/garbage-8uzha_000050.jpg,data/raw_garbage-8uzha/train/images/9_erip_su_11-15_13-54-13_aft_DF5_jpg.rf.5351dee2495c1dc1491cd9e4995ec2c6.jpg,446367,2e3b690bc19897e9cd2c85a6782e6025699ea59b78c99600b9045fdae97685b8,8363636d79033e3a,
train,garbage-8uzha,garbage-8uzha_000051.jpg,data/unified/images/train/garbage-8uzha_000051.jpg,data/raw_garbage-8uzha/train/images/9_etc_su_11-18_11-08-08_for_DF5_jpg.rf.acad008fa75581f2b493914c10668fd6.jpg,715334,984c894af281a5e68e6327db57b6c58f33eddc4443daeec2357ea39558d203dc,ce504d77cfdb0038,
train,garbage-8uzha,garbage-8uzha_000052.jpg,data/unified/images/train/garbage-8uzha_000052.jpg,data/raw_garbage-8uzha/train/images/9_etc_su_11-18_11-08-08_for_DF5_jpg.rf.fc0445c2586c42aec15309306dc6b683.jpg,718153,50dd257a63e912dcedf08db3d05e90abdb0cd709aad930c8712d50b9986a9223,9bea1ccd9a705592,
train,garbage-8uzha,garbage-8uzha_000053.jpg,data/unified/images/train/garbage-8uzha_000053.jpg,data/raw_garbage-8uzha/train/images/9_dsp_su_11-10_10-53-52_for_DF5_jpg.rf.65fc0b19906d64d412d1f04bd14cf7a6.jpg,409803,07e6cc7734ffcc0902722006c3972b7fa7926d89aca06cfbf894a8e78c722505,b67470e8cf6009db,
train,garbage-8uzha,garbage-8uzha_000054.jpg,data/unified/images/train/garbage-8uzha_000054.jpg,data/raw_garbage-8uzha/train/images/9_dsp_su_11-10_10-53-52_for_DF5_jpg.rf.81a617b767c8e83c9acfeea5bd48ee70.jpg,409993,f77fb432aa853886175cb6c6370a3c972c06423f20c119708b0013aef1a1423c,b67470e8cf6009db,
train,garbage-8uzha,garbage-8uzha_000055.jpg,data/unified/images/train/garbage-8uzha_000055.jpg,data/raw_garbage-8uzha/train/images/9_dsp_su_11-10_11-29-22_for_DF5_jpg.rf.a25bb9f535d1de96adbe5153a3bbe39f.jpg,648305,44373bdcd0a28bd53bd2a9261d7c268e32c567cad9b821c72736d4800c2bd47c,ed8d36363e2c151a,
train,garbage-8uzha,garbage-8uzha_000056.jpg,data/unified/images/train/garbage-8uzha_000056.jpg,data/raw_garbage-8uzha/train/images/9_dsp_su_11-10_11-29-22_for_DF5_jpg.rf.b5051a2e58973ec263144d6f6d0d8834.jpg,642420,eddebdb97c7e0cbeae5b74f15e42218c5bf06f9d6c12b6e71c5bec74a4fcc9bd,ed8d36362e2c351a,
train,garbage-8uzha,garbage-8uzha_000057.jpg,data/unified/images/train/garbage-8uzha_000057.jpg,data/raw_garbage-8uzha/train/images/KakaoTalk_20230603_022905927_17_jpg.rf.5f74db41c7e81fe7fa61f5938a23226c.jpg,93413,072219dcacf142811c27a88901f51bf6e7423f3c716211d792d9d0a1d599e801,e6c4c31233e5c53e,
train,garbage-8uzha,garbage-8uzha_000058.jpg,data/unified/images/train/garbage-8uzha_000058.jpg,data/raw_garbage-8uzha/train/images/KakaoTalk_20230603_022905927_17_jpg.rf.763855630638c38d59b13da7fb381c67.jpg,93297,d86c799bd7f5fec5604452185251f0a19e8a57c344902e3a32899b5aa13dda86,b36e95b8644f5194,
train,garbage-8uzha,garbage-8uzha_000059.jpg,data/unified/images/train/garbage-8uzha_000059.jpg,data/raw_garbage-8uzha/train/images/9_dsp_su_11-10_11-26-46_for_DF5_jpg.rf.e78d915ff87e4fa9285ea486bfcc18c3.jpg,686761,7d096d8fdf5ac29491ce7e50acc272b575454e2c6dc667aa1cf284921f8b3a3b,e40e5e14f0785f95,
train,garbage-8uzha,garbage-8uzha_000060.jpg,data/unified/images/train/garbage-8uzha_000060.jpg,data/raw_garbage-8uzha/train/images/9_dsp_su_11-10_11-26-46_for_DF5_jpg.rf.fc448ef395d291d964c343c66a76d518.jpg,687919,6e2271590807828f8f2447e5dca636958e7907a1b1d3726b1b0822fc19130303,b1ac13bea5d200bf,
train,garbage-8uzha,garbage-8uzha_000061.jpg,data/unified/images/train/garbage-8uzha_000061.jpg,data/raw_garbage-8uzha/train/images/9_erip_su_11-15_15-21-12_aft_DF5_jpg.rf.1dafef87c0817623ccc0eb58dcd8b67f.jpg,390840,a78a1356760e297a63936feb3f540ef42e50a3f48dd7ffd17da22e32d31e91a8,f4628cd49ab5752c,
train,garbage-8uzha,garbage-8uzha_000062.jpg,data/unified/images/train/garbage-8uzha_000062.jpg,data/raw_garbage-8uzha/train/images/9_erip_su_11-15_15-21-12_aft_DF5_jpg.rf.ebc9ddad28b659fe2f516779c5ed7b40.jpg,382392,021fb1c936f23cf295a9d4a5db46d895e83b38b26e7ace595a37e373937e3685,f4628cd49ab1756c,
train,garbage-8uzha,garbage-8uzha_000063.jpg,data/unified/images/train/garbage-8uzha_000063.jpg,data/raw_garbage-8uzha/valid/images/9_erip_su_11-15_14-50-52_aft_DF5_jpg.rf.602d4c18c8c1ffdb800ab7520d6268bc.jpg,535337,3c20d1ff507f8a389e2837c42d2600a0c7fc428d87194fdae84aa874f892e392,9f3ad0cad8505b6a,
train,garbage-8uzha,garbage-8uzha_000064.jpg,data/unified/images/train/garbage-8uzha_000064.jpg,data/raw_garbage-8uzha/train/images/20230707164114_jpg.rf.13c85979aa9c4a092d3c89573665726d.jpg,286963,0fd79acc80d71ce842d5f58d3a74edfcced7f1a41fb968405287da7034d0f20f,b1e989cc369be630,
train,garbage-8uzha,garbage-8uzha_000065.jpg,data/unified/images/train/garbage-8uzha_000065.jpg,data/raw_garbage-8uzha/train/images/20230707164114_jpg.rf.bb9bf3cda78e7dd3c2f4e79f38798906.jpg,254543,68eedba71488a2f736e1dd5609beb06533f42743a425003053e6e4eeaf944dd1,e0051efe6960473f,
train,garbage-8uzha,garbage-8uzha_000066.jpg,data/unified/images/train/garbage-8uzha_000066.jpg,data/raw_garbage-8uzha/train/images/9_erip_su_11-15_14-06-38_aft_DF5_jpg.rf.51f313325aa0117da8aedccef649036e.jpg,786537,a3a39503061303b638c1d7483388afcd79aed817158288d9e7b9b5089b739fb2,ab3f6fc9d2dc8010,
train,garbage-8uzha,garbage-8uzha_000067.jpg,data/unified/images/train/garbage-8uzha_000067.jpg,data/raw_garbage-8uzha/train/images/9_erip_su_11-15_14-06-38_aft_DF5_jpg.rf.9b9aaeeb6d75d24e57765a7c3ca7eeb0.jpg,792570,9a756724e8a58e0a8dbece2985016afcf78f84348a887054c7bf637bc85c23b4,ee943a638774d530,
train,garbage-8uzha,garbage-8uzha_000068.jpg,data/unified/images/train/garbage-8uzha_000068.jpg,data/raw_garbage-8uzha/train/images/9_etc_cl_11-09_20-51-30_nig_DF4_jpg.rf.43c28e4445cad61cf63d41a9c4cee25f.jpg,271518,72e86e59f5836396893924bddd2f032af394430f0f701420792286ba0e8df7d7,cc6db5d226662ae2,
train,garbage-8uzha,garbage-8uzha_000069.jpg,data/unified/images/train/garbage-8uzha_000069.jpg,data/raw_garbage-8uzha/train/images/9_etc_cl_11-09_20-51-30_nig_DF4_jpg.rf.ec711a2ef0a67ecb18697b90fa0aa25f.jpg,270580,b985f1171ffcc6b2d7f58dfc21ef322bd4273530b0ab920dc7e7df5ccd3002db,cc6db5d226662ae2,
train,garbage-8uzha,garbage-8uzha_000070.jpg,data/unified/images/train/garbage-8uzha_000070.jpg,data/raw_garbage-8uzha/valid/images/9_dsp_su_11-10_09-40-46_for_DF5_jpg.rf.5b379afd6441140d660276955055b95a.jpg,522447,5da8997ce33f1183f6a8fba061ea6585ee61806f1db59255fba234fa46f1f641,d33529f7043032df,
train,garbage-8uzha,garbage-8uzha_000071.jpg,data/unified/images/train/garbage-8uzha_000071.jpg,data/raw_garbage-8uzha/train/images/9_erip_su_11-15_14-13-12_aft_DF5_jpg.rf.018eedceff41e9e25fd823d12fefa7d0.jpg,594988,ef9407ce09232b5d90f66fb758cce57a336329cd37176fa604d8dc277f846a5c,f15585babe394107,
train,garbage-8uzha,garbage-8uzha_000072.jpg,data/unified/images/train/garbage-8uzha_000072.jpg,data/raw_garbage-8uzha/train/images/9_erip_su_11-15_14-13-12_aft_DF5_jpg.rf.840e693a4c00848932c8c85f1acf4281.jpg,341442,217ec07a6b97c7077a6aeb57e7459703fa7e41f4f05728983af93461433e01fe,c663c6969665656c,
train,garbage-8uzha,garbage-8uzha_000073.jpg,data/unified/images/train/garbage-8uzha_000073.jpg,data/raw_garbage-8uzha/train/images/9_jap_su_11-10_13-47-48_aft_DF5_jpg.rf.902c67f01ad7ced02c8f80f8bbf1303d.jpg,357460,7a96e33e983d0bb15acc337c46749c5823ce15316eb87c078256e8b6b9ed71fd,cd655d5c0bce2607,
train,garbage-8uzha,garbage-8uzha_000074.jpg,data/unified/images/train/garbage-8uzha_000074.jpg,data/raw_garbage-8uzha/train/images/9_jap_su_11-10_13-47-48_aft_DF5_jpg.rf.cdfe66c00e6277aecf075e31e43f7d54.jpg,366597,4b219a645a6f6fd6fb6e9246518314cf483bf344779375f24e48b91c4308fa62,d8ca08f65e6473ac,
train,garbage-8uzha,garbage-8uzha_000075.jpg,data/unified/images/train/garbage-8uzha_000075.jpg,data/raw_garbage-8uzha/train/images/9_dsp_su_11-10_11-27-07_for_DF5_jpg.rf.2be1ef71935f1045dc7194576215a6aa.jpg,729779,f1bfe1883a2e15443a90adaff806390be23d96f3d5a462aa9eb47aae934de4be,d3b31232da8c4ed6,
